Test Time / s,Voltage / V,Current / A,Unix Time / s,Cycle Count / 1,Step Index / 1,Charging Capacity / Ah,Discharging Capacity / Ah,Protocol Name / 1,Step Type / 1,Maximum Cell Temperature / degC,External Temperature / degC,data_point,step_time
271900.00000000006,3.47308511132233,-0.0605515800906498,271900.0,2,2,0.00014418845009086002,0.0,A with temperature: 15,charge,15.4999445115535,15,718,8572.499999999942
271960.0000000002,3.47837697324507,-0.0605515800906498,271960.0,2,2,0.00014519764309237098,0.0,A with temperature: 15,charge,15.5126376033512,15,719,8632.500000000058
272019.99999999994,3.48352142468838,-0.0605515800906498,272020.0,2,2,0.000146206836093881,0.0,A with temperature: 15,charge,15.5258232591926,15,720,8692.499999999825
272080.00000000006,3.48862592551747,-0.0605515800906498,272080.0,2,2,0.000147216029095392,0.0,A with temperature: 15,charge,15.539338707664,15,721,8752.499999999942
272139.9999999999,3.49371592187015,-0.0605515800906498,272140.0,2,2,0.000148225222096903,0.0,A with temperature: 15,charge,15.5529620582898,15,722,8812.499999999767
272199.99999999994,3.49878322526317,-0.0605515800906498,272200.0,2,2,0.00014923441509841402,0.0,A with temperature: 15,charge,15.5666502430252,15,723,8872.499999999825
272260.00000000006,3.50653366103452,-0.0605515800906498,272260.0,2,2,0.000150243608099925,0.0,A with temperature: 15,charge,15.5780154972846,15,724,8932.499999999942
272319.9999999998,3.51641436860046,-0.0605515800906498,272320.0,2,2,0.000151252801101436,0.0,A with temperature: 15,charge,15.5864812732804,15,725,8992.499999999709
272379.99999999994,3.52597755842234,-0.0605515800906498,272380.0,2,2,0.000152261994102946,0.0,A with temperature: 15,charge,15.5949782827291,15,726,9052.499999999825
272440.0000000001,3.54079641681478,-0.0605515800906498,272440.0,2,2,0.000153271187104457,0.0,A with temperature: 15,charge,15.5737832519837,15,727,9112.5
272499.9999999998,3.55891948929015,-0.0605515800906498,272500.0,2,2,0.00015428038010596802,0.0,A with temperature: 15,charge,15.532965708317,15,728,9172.499999999709
272559.99999999994,3.58058298737892,-0.0605515800906498,272560.0,2,2,0.000155289573107479,0.0,A with temperature: 15,charge,15.487323771598,15,729,9232.499999999825
272620.0000000001,3.47044759367214,-0.0,272620.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.3672592844242,15,730,0.0
272679.9999999998,3.46138533337872,-0.0,272680.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.2753986237532,15,731,59.99999999970896
272740.0,3.45704177582457,-0.0,272740.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.2061021977461,15,732,119.99999999988358
272800.00000000006,3.45466484296912,-0.0,272800.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.15407718083,15,733,179.9999999999418
272860.0000000002,3.45326110909301,-0.0,272860.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.1151077459306,15,734,240.0000000000582
272919.99999999994,3.45238758090017,-0.0,272920.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.0859559231514,15,735,299.9999999998254
272980.00000000006,3.45182135384005,-0.0,272980.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.0641667357822,15,736,359.9999999999418
273039.9999999999,3.45144169737332,-0.0,273040.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.0478863547246,15,737,419.99999999976717
273099.99999999994,3.4511798726768,-0.0,273100.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.035731423523,15,738,479.9999999998254
273160.00000000006,3.4509949665074,-0.0,273160.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.0266588633802,15,739,539.9999999999418
273219.9999999998,3.45086182985814,-0.0,273220.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.019888285281,15,740,599.999999999709
273279.99999999994,3.4507644537264,-0.0,273280.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.0148363071894,15,741,659.9999999998254
273340.0000000001,3.45069232785807,-0.0,273340.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.0110670780104,15,742,720.0
273399.9999999998,3.45063835756656,-0.0,273400.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.0082551094907,15,743,779.999999999709
273459.99999999994,3.4505976357272,-0.0,273460.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.0061574083606,15,744,839.9999999998254
273520.0000000001,3.45056669725554,-0.0,273520.0,2,3,0.000155289573107479,0.0,A with temperature: 15,rest,15.0045926106006,15,745,900.0
