SOC,dUdT
0.905,0.00067075536315135
0.906,0.000656555685958677
0.907,0.0006423560087660038
0.908,0.0006288135228513515
0.909,0.0006189900526535096
0.91,0.0006109967415765579
0.911,0.0006042299607115343
0.912,0.0005945652662855235
0.913,0.0005849005718594979
0.914,0.0005752358774334279
0.915,0.0005687284915897266
0.916,0.0005688015086266017
0.917,0.0005703924587449892
0.918,0.0005731058846202738
0.919,0.0005766262769867478
0.92,0.0005801466693532069
0.921,0.0005836670617196216
0.922,0.0005859850380120107
0.923,0.000587092377595276
0.924,0.0005877891333622544
0.925,0.0005892678161321104
0.926,0.0005910729037019329
0.927,0.0005928779912717557
0.928,0.0005946830788415931
0.929,0.0005959566273926584
0.93,0.0005969326454170713
0.931,0.0005980654051471036
0.932,0.0005995268031127132
0.933,0.0006011674934583273
0.934,0.0006028081838039561
0.935,0.0006044488741496442
0.936,0.0006054239982061536
0.937,0.000606272866934996
0.9380000000000001,0.0006070673835410183
0.9390000000000001,0.0006079526731270614
0.9400000000000001,0.0006088881775531056
0.9410000000000001,0.0006098236819791202
0.9420000000000001,0.0006107549050691862
0.9430000000000001,0.0006114813701095319
0.9440000000000001,0.0006122173814290067
0.9450000000000001,0.0006128982949360001
0.9460000000000001,0.000613660309843063
0.9470000000000001,0.00061444329925011
0.9480000000000001,0.0006152262886571276
0.9490000000000001,0.0006159652508229013
0.9500000000000001,0.0006165617338543623
0.9510000000000001,0.0006171767123028963
0.9520000000000001,0.0006177577896245403
0.9530000000000001,0.0006184069851261275
0.9540000000000001,0.000619060129507736
0.9550000000000001,0.000619713273889359
0.9560000000000001,0.0006203864691867936
0.9570000000000001,0.0006097333272604484
0.9580000000000001,0.0005979666023239908
0.9590000000000001,0.0005859295708593238
0.96,0.0005714237341546723
0.961,0.0005569178974499913
0.962,0.0005424120607452952
0.963,0.0005276666701871874
0.964,0.0005109770966789964
0.965,0.0004990062572155644
0.966,0.00048643052873859717
0.967,0.00047050768176154685
0.968,0.0004545848347845261
0.969,0.0004386619878074165
0.97,0.0004341698894805117
0.971,0.00043376558003412356
0.972,0.0004349202059005398
0.973,0.00043638922830707596
0.974,0.00043833526615359557
0.975,0.00044028130400008557
0.976,0.00042964425459292505
0.977,0.00040517012665774424
0.978,0.0003803003276446531
0.979,0.0003549427138787743
0.98,0.0003264185745130291
0.981,0.0002952820515271038
0.982,0.00026337162041640394
0.983,0.00021735883234802562
0.984,0.0001779115527937116
0.985,0.00014085408450122263
0.986,0.00010748476512078455
0.987,7.049645310056804e-05
0.988,3.194700700017858e-05
0.989,-1.6212035741466142e-05
0.99,-6.698213094991225e-05
0.991,-0.00010435035523355269
0.992,-0.0001386762641628436
0.993,-0.00017056920929794714
0.994,-0.00020684340923291005
0.995,-0.00024389492856804215
0.996,-0.0002809464479031299
0.997,-0.0003120782056565787
0.998,-0.00033479521269319886
0.999,-0.0003531280792339243
1.0,-0.0003697398780217784
